Site,Plot,X,Y,TP,Comments,Sex,Pollination,Jun-21-2021,Jun-23-2021,Jun-25-2021,Jun-28-2021,Jun-29-2021,Jun-30-2021,Jul-2-2021,Jul-5-2021,Jul-8-2021,Jul-12-2021,Jul-14-2021,Jul-16-2021,Jul-19-2021,Jul-21-2021,Jul-23-2021,Jul-26-2021
T5,CB,881,44,RH,"TP bottom left, phlox",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,887,11,WH,buds,H,,3,0,61,,15,14,29,22,8,6,1,1,1,0,,
T5,CB,888,-19,YS,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,919,24,OD,"dead? TP top R, DB",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,923,-31,OC,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,972,-10,BH,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,975,40,OS,,F,,0,0,2,,1,0,0,0,0,0,,,,,,
T5,CB,994,20,YS,buds,H,,14,0,15,,2,1,1,0,0,0,0,,,,,
T5,CB,1003,-42,WH,,H?,,0,0,0,,3,4,4,5,2,0,0,,,,,
T5,CB,1010,-12,GH,,H,,2,0,0,,2,3,5,5,3,1,0,1,0,0,,
T5,CB,1010,38,GH,"TP top left, 2 PLTS left = H right = F","H,F",POLL,2,0,30,,"0,2","0,2",0,0,0,0,0,,,,,
T5,CB,1018,-18,OD,,H,,B,0,0,,6,6,14,12,11,3,0,0,0,0,,
T5,CB,1022,34,BH,TP bottom right,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,1039,23,WC,TP top right,F,CONTROL,1,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,1092,-3,YD,buds,H,,21,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,1120,-37,BH,plt R of TP,H,,3,0,0,,0,0,0,1,0,0,0,,,,,
T5,CB,1125,-15,GC,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,1144,-41,OD,plt L of TP,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,1148,-14,WC,tiny,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,132,-27,YH,,H,,0,0,71,,24,53,33,32,20,3,1,0,0,0,,
T5,CC,225,-20,WC,,H,,0,0,25,,16,39,31,51,65,25,9,5,1,0,0,
T5,CC,262,-40,GH,,F,POLL,0,0,59,,12,25,13,9,5,0,0,,,,,
T5,CC,348,-14,OS,,H,,0,0,31,,22,58,54,65,51,14,2,3,0,0,0,
T5,CC,456,46,GS,,H,,0,0,97,,72,114,91,96,18,0,0,,,,,
T5,CC,560,50,YD,,H,,0,0,B,,1,1,1,B,1,0,0,,,,,
T5,CC,600,-37,GD,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,629,-38,WH,,H,,0,0,B,,0,1,5,4,7,8,2,5,1,0,0,
T5,CC,634,30,GS,,F,,0,0,1,,0,3,1,0,0,0,0,,,,,
T5,CC,651,25,BD,DB,H,,0,0,B,,0,1,4,8,6,7,5,10,11,9,7,
T5,CC,722,-45,BD,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,757,-50,WH,!PHL,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,803,-17,RD,DB,H,,0,0,1,,0,0,2,2,1,0,0,,,,,
T5,CC,830,-44,GS,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,872,15,RD,,F,CONTROL,0,0,6,,3,3,2,2,0,0,0,,,,,
T5,CC,876,48,WH,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,905,18,BH,pos. y,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,945,55,YH,pos. y,H,,0,0,B,,0,B,2,0,0,0,0,,,,,
T5,CC,953,-27,RH,neg. y,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,1016,20,GH,behind rock is silene,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CC,1097,50,YD,"majority dead, phlox",F,,0,0,11,,0,13,10,12,12,0,0,,,,,
T5,CC,1140,-8,YH,,,,0,0,0,,,0,0,0,0,0,0,,,,,
T5,EA,26,-4,GS,ST,F,POLL,0,27,0,,0,0,8,1,0,,0,0,0,,,
T5,EA,33,-30,WH,,H,,0,2,0,,18,30,77,120,201,,79,59,34,12,4,
T5,EA,33,10,RD,DB dead?,F,,0,3,0,,0,0,0,0,1,0,0,,,,,
T5,EA,47,0,OH,ST,,,0,1,0,,0,0,2,0,0,0,,,,,,
T5,EA,68,-42,RS,,H,,0,1,0,,10,29,96,140,204,,83,58,27,15,7,
T5,EA,96,18,YD,,H,,0,4,0,,10,15,26,22,35,9,7,7,1,0,0,
T5,EA,215,6,BH,,H,,0,5,0,,10,13,8,5,2,0,,,,,,
T5,EA,240,-48,WH,,F?,,0,B,0,,0,0,1,0,0,,0,0,0,,,
T5,EA,252,-33,OS,big,H,,0,20,0,,34,70,165,113,138,,26,18,4,0,0,
T5,EA,382,50,GD,out?,F,,0,B,0,,2,9,29,46,45,13,5,3,0,2,3,
T5,EA,514,40,WC,,F,CONTROL,0,9,0,,1,0,0,0,0,0,0,,,,,
T5,EA,522,44,RS,,H,,0,2,0,,3,4,8,23,30,12,8,2,1,0,0,
T5,EA,540,10,OS,"TP to right, !PHL",F,,0,1,0,,0,0,2,3,0,0,0,,,,,
T5,EA,566,5,YC,ST,H,,0,1,0,,6,4,17,21,24,3,4,2,1,0,0,
T5,EA,580,-37,BC,,F,,0,B,0,,0,0,B,0,B,,0,0,0,,,
T5,EA,586,-43,YS,tiny,,,0,0,0,,0,0,0,0,0,,0,0,,,,
T5,EA,593,-6,GH,small,,,0,0,0,,0,0,0,0,0,,0,,,,,
T5,EA,595,-35,OC,huge,F,,0,45,0,,15,21,60,36,36,,3,1,0,0,,
T5,EA,607,5,GC,,H,,0,1,0,,0,0,4,3,0,0,0,,,,,
T5,EA,611,44,BH,,H,,0,3,0,,13,10,21,14,13,3,2,1,2,2,2,
T5,EA,613,-3,WH,ST,,,0,0,0,,0,0,0,0,0,,0,,,,,
T5,EA,625,-10,RC,,H,,0,1,0,,3,9,14,24,8,,2,1,0,0,,
T5,EA,627,-35,YC,DB,F,,0,B,0,,0,0,5,3,7,,1,1,0,0,,
T5,EA,630,-25,RS,,,,0,0,0,,0,0,0,0,0,,0,,,,,
T5,EA,633,-9,BD,,H,,0,B,0,,0,0,3,4,5,,5,4,3,1,1,
T5,EA,640,0,OC,"ST, 2 PCS",H,,0,1,0,,2,3,7,10,8,8,8,8,3,1,0,
T5,EA,646,48,WH,TP to right,F,,0,10,0,,16,17,43,43,24,1,1,1,1,1,1,
T5,EA,652,17,RD,TP to right,H,,0,10,0,,5,11,20,23,12,4,1,1,0,0,0,
T5,EA,666,49,YD,,H,,0,6,0,,23,22,47,41,23,2,2,0,0,,,
T5,EA,670,-35,BH,,H,,0,B,0,,2,3,5,7,5,,0,0,0,,,
T5,EA,672,-7,GD,,H,,0,1,0,,2,1,5,5,3,,0,0,0,,,
T5,EA,676,6,WH,ST,H,,0,B,0,,0,2,7,10,10,3,1,0,0,,,
T5,EA,677,-15,WH,small,H,,0,0,0,,1,1,0,0,0,,0,,,,,
T5,EA,680,-7,OD,small,,,0,0,0,,0,0,0,0,0,,0,,,,,
T5,EA,682,38,OD,,H,,0,B,0,,5,2,7,11,5,0,0,,,,,
T5,EA,687,-25,YC,"mostly dead, small",H,,0,B,0,,0,0,5,0,7,,0,1,1,1,0,
T5,EA,690,-49,WS,,H,,0,B,0,,3,8,26,50,62,33,18,12,2,0,1,
T5,EA,690,39,YS,,F,,0,B,0,,2,2,8,15,6,2,2,2,2,0,0,
T5,EA,693,-36,RC,,F,,0,2,0,,6,10,48,65,45,7,3,2,0,0,,
T5,EA,695,-5,RD,"huge, spans tape","F,H",,0,65,0,,38,18,122,114,"71,34",15,25,"9,7","1,3",0,0,
T5,EA,699,41,GS,"TP to left, !PHL",H,,0,B,0,,0,1,2,3,2,0,0,,,,,
T5,EA,707,40,BC,!PHL,H,,0,17,0,,3,8,24,34,38,13,7,4,1,1,0,
T5,EA,725,25,YS,"behind rock, on pos. y side",F,,0,1,0,,1,0,0,0,0,0,0,,,,,
T5,EA,810,-26,RC,"mostly dead, !PHL",H,,0,B,0,,19,24,43,44,30,2,2,1,0,0,,
T5,EA,820,0,BC,ST,F,,0,0,0,,0,0,3,16,4,1,1,0,0,0,,
T5,EA,830,-16,OC,,H,,0,2,0,,3,7,16,17,17,1,0,0,0,0,,
T5,EA,835,-34,GC,,H,,0,3,0,,2,1,9,13,5,1,1,1,0,0,,
T5,EA,861,40,RD,TP to left,H,,0,6,0,,15,4,6,9,8,3,1,1,0,0,,
T5,EA,895,-49,GC,,H,,0,B,0,,0,1,3,2,2,0,0,,,,,
T5,EA,917,-3,RS,!PHL,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,EA,935,-27,BH,,H,,0,8,0,,2,1,2,1,0,0,0,,,,,
T5,EA,980,11,WH,,H?,,0,B,0,,0,0,B,1,4,0,0,0,0,,,
T5,EA,984,-3,WH,,F,,0,0,0,,0,0,0,0,0,0,1,0,0,0,,
T5,EA,1020,-42,OD,!PHL,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EA,1040,-47,YH,,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EA,1068,22,GD,,F,,0,2,0,,0,0,1,0,0,0,0,,,,,
T5,EA,1068,49,RH,,H,,0,10,0,,3,6,11,14,16,1,1,1,0,0,,
T5,EA,1158,12,YD,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,EA,1192,33,OS,,H,,0,B,0,,0,1,1,6,6,3,0,0,0,,,
T5,EB,15,-27,RH,"huge , DB",H,,B,0,0,,0,1,6,15,12,5,8,8,1,1,0,
T5,EB,50,-12,GD,small,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,EB,58,-8,YC,,H,,B,0,0,,4,3,12,17,10,1,1,0,0,0,,
T5,EB,77,-26,BC,tiny,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,EB,97,28,GS,,H,,B,0,0,,4,4,12,13,14,2,2,0,0,0,,
T5,EB,122,-19,YH,mostly dead,,,B,0,0,,8,10,47,88,115,52,41,38,12,6,2,
T5,EB,187,48,RS,,H,,B,0,0,,53,74,146,186,133,18,17,16,4,0,0,
T5,EB,315,49,WH,DB,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,336,47,RS,DB,F?,,0,0,0,,0,0,1,0,0,0,,,,,,
T5,EB,464,8,OC,B,F,POLL,22,0,0,,4,9,24,15,7,0,1,1,0,0,,
T5,EB,527,-43,BH,,,,0,0,0,,0,0,B,0,0,0,0,,,,,
T5,EB,531,18,GS,,H,,B,0,0,,0,0,1,1,1,0,,,,,,
T5,EB,541,0,OD,,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,545,-1,WH,ST,H,,B,0,0,,0,0,2,1,1,0,0,,,,,
T5,EB,549,0,BH,,H,,B,0,0,,0,3,5,5,4,0,0,,,,,
T5,EB,556,0,YC,,H,,1,0,0,,6,6,5,4,2,0,0,,,,,
T5,EB,633,-17,RC,!PHL,H,,B,0,0,,0,0,6,14,13,2,2,2,0,0,,
T5,EB,640,-27,BH,,H,,B,0,0,,4,5,4,4,1,0,0,,,,,
T5,EB,670,-37,OS,didn't map past 7m,H,,B,0,0,,12,16,26,51,43,18,8,4,2,0,0,
T5,EB,769,14,RH,TP top right,F,CONTROL,4,0,0,,3,2,2,1,0,0,0,,,,,
T5,EB,785,13,OS,,H,,B,0,0,,1,0,0,0,0,0,,,,,,
T5,EB,799,39,GD,!PHL,F,,0,0,0,,1,0,1,0,1,0,,,,,,
T5,EB,806,24,YH,DB,H?,,B,0,0,,0,0,1,4,2,0,0,,,,,
T5,EB,819,9,BC,TP top left,H,,0,0,0,,1,0,0,2,4,2,3,1,0,0,,
T5,EB,840,-5,WH,"ST, TP top right",H,,B,0,0,,0,2,4,0,0,0,0,3,0,0,,
T5,EB,849,3,RC,small,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,863,40,YS,dead?,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,864,0,OH,"ST, TP top left",H,,B,0,0,,4,7,10,16,16,1,0,0,0,0,,
T5,EB,867,-6,GC,"ST, dead?",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,EB,895,20,BH,dead?,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,895,29,WH,"dead?, TP top left",,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,906,11,RC,"TP mid left, DB, 2 PCS",,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,914,14,OS,dead?,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,920,33,YC,dead?,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,926,37,WH,"dead?, 2 PCS",,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,932,29,GC,,H,,6,0,0,,4,6,6,6,5,0,0,,,,,
T5,EB,939,7,RD,"ST, mostly dead",F,,0,0,0,,0,0,B,0,3,2,2,2,2,1,0,
T5,EB,939,24,BH,,,,0,0,0,,0,0,0,0,0,0,,,,,,
T5,EB,963,50,OC,TP top left,H,,B,0,0,,7,6,3,6,1,0,0,,,,,
T5,EB,1149,0,RS,ST,F,,B,0,0,,10,12,12,6,6,0,0,,,,,
T5,EB,1166,47,BC,,,,0,0,0,,0,0,B,4,7,4,4,2,1,0,0,
